"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jun 14 23:27:31 GMT 2024","Fri Jun 14 23:27:31 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Fri Jun 14 23:27:33 GMT 2024","Fri Jun 14 23:27:34 GMT 2024","884","","","Demo page","","","validation of screen shot",""
"skipped","Fri Jun 14 23:27:31 GMT 2024","Fri Jun 14 23:27:31 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Fri Jun 14 23:27:26 GMT 2024","Fri Jun 14 23:27:27 GMT 2024","1068","","","","","","get started link",""
"failed","Fri Jun 14 23:27:24 GMT 2024","Fri Jun 14 23:27:25 GMT 2024","901","","","","","","Different types of locator",""
"failed","Fri Jun 14 23:27:31 GMT 2024","Fri Jun 14 23:27:31 GMT 2024","640","","","Home Page","","","validate the page title",""
"failed","Fri Jun 14 23:27:31 GMT 2024","Fri Jun 14 23:27:32 GMT 2024","882","","","Demo page","","","validation",""
"failed","Fri Jun 14 23:27:25 GMT 2024","Fri Jun 14 23:27:26 GMT 2024","883","","","","","","@web Error validation",""
"failed","Fri Jun 14 23:27:22 GMT 2024","Fri Jun 14 23:27:23 GMT 2024","1116","","","","","","Child window handling",""
"passed","Fri Jun 14 23:27:27 GMT 2024","Fri Jun 14 23:27:31 GMT 2024","3370","","","","","","@UI Locator",""
