"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 23:28:07 GMT 2024","Wed Feb 28 23:28:11 GMT 2024","4171","","","","","","@web Error validation",""
"passed","Wed Feb 28 23:28:52 GMT 2024","Wed Feb 28 23:28:58 GMT 2024","5924","","","Demo page","","","validation of screen shot",""
"passed","Wed Feb 28 23:28:45 GMT 2024","Wed Feb 28 23:28:46 GMT 2024","1594","","","Home Page","","","validate the page title",""
"passed","Wed Feb 28 23:28:46 GMT 2024","Wed Feb 28 23:28:47 GMT 2024","297","","","Home Page","","","validate the free link is visible or not",""
"passed","Wed Feb 28 23:28:03 GMT 2024","Wed Feb 28 23:28:07 GMT 2024","3560","","","","","","Different types of locator",""
"passed","Wed Feb 28 23:28:11 GMT 2024","Wed Feb 28 23:28:13 GMT 2024","1932","","","","","","get started link",""
"passed","Wed Feb 28 23:28:47 GMT 2024","Wed Feb 28 23:28:47 GMT 2024","283","","","Home Page","","","should admin radio button is present",""
"passed","Wed Feb 28 23:28:47 GMT 2024","Wed Feb 28 23:28:52 GMT 2024","5550","","","Demo page","","","validation",""
"broken","Wed Feb 28 23:28:13 GMT 2024","Wed Feb 28 23:28:44 GMT 2024","31427","","","","","","@UI Locator",""
"passed","Wed Feb 28 23:27:59 GMT 2024","Wed Feb 28 23:28:03 GMT 2024","4302","","","","","","Child window handling",""
