"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1111","get started link","","Mon Mar 10 23:30:40 GMT 2025","passed","Mon Mar 10 23:30:41 GMT 2025","","","",""
"","1078","Child window handling","","Mon Mar 10 23:30:37 GMT 2025","failed","Mon Mar 10 23:30:38 GMT 2025","","","",""
"","1","should admin radio button is present","","Mon Mar 10 23:30:44 GMT 2025","skipped","Mon Mar 10 23:30:44 GMT 2025","Home Page","","",""
"","848","@web Error validation","","Mon Mar 10 23:30:39 GMT 2025","failed","Mon Mar 10 23:30:40 GMT 2025","","","",""
"","866","validation of screen shot","","Mon Mar 10 23:30:45 GMT 2025","failed","Mon Mar 10 23:30:46 GMT 2025","Demo page","","",""
"","0","validate the free link is visible or not","","Mon Mar 10 23:30:44 GMT 2025","skipped","Mon Mar 10 23:30:44 GMT 2025","Home Page","","",""
"","854","Different types of locator","","Mon Mar 10 23:30:38 GMT 2025","failed","Mon Mar 10 23:30:39 GMT 2025","","","",""
"","876","validation","","Mon Mar 10 23:30:44 GMT 2025","failed","Mon Mar 10 23:30:45 GMT 2025","Demo page","","",""
"","603","validate the page title","","Mon Mar 10 23:30:43 GMT 2025","failed","Mon Mar 10 23:30:44 GMT 2025","Home Page","","",""
"","1779","@UI Locator","","Mon Mar 10 23:30:41 GMT 2025","passed","Mon Mar 10 23:30:43 GMT 2025","","","",""
