"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","879","validate the page title","","Wed Mar 05 23:31:45 GMT 2025","failed","Wed Mar 05 23:31:46 GMT 2025","Home Page","","",""
"","5585","@UI Locator","","Wed Mar 05 23:31:39 GMT 2025","failed","Wed Mar 05 23:31:45 GMT 2025","","","",""
"","937","validation","","Wed Mar 05 23:31:46 GMT 2025","failed","Wed Mar 05 23:31:47 GMT 2025","Demo page","","",""
"","911","Different types of locator","","Wed Mar 05 23:31:35 GMT 2025","failed","Wed Mar 05 23:31:36 GMT 2025","","","",""
"","913","@web Error validation","","Wed Mar 05 23:31:37 GMT 2025","failed","Wed Mar 05 23:31:37 GMT 2025","","","",""
"","1208","get started link","","Wed Mar 05 23:31:38 GMT 2025","passed","Wed Mar 05 23:31:39 GMT 2025","","","",""
"","0","should admin radio button is present","","Wed Mar 05 23:31:46 GMT 2025","skipped","Wed Mar 05 23:31:46 GMT 2025","Home Page","","",""
"","1187","Child window handling","","Wed Mar 05 23:31:34 GMT 2025","failed","Wed Mar 05 23:31:35 GMT 2025","","","",""
"","924","validation of screen shot","","Wed Mar 05 23:31:47 GMT 2025","failed","Wed Mar 05 23:31:48 GMT 2025","Demo page","","",""
"","1","validate the free link is visible or not","","Wed Mar 05 23:31:46 GMT 2025","skipped","Wed Mar 05 23:31:46 GMT 2025","Home Page","","",""
