"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 31 23:26:54 GMT 2024","Sun Mar 31 23:26:58 GMT 2024","4028","","","","","","@web Error validation",""
"passed","Sun Mar 31 23:27:04 GMT 2024","Sun Mar 31 23:27:06 GMT 2024","2417","","","Home Page","","","validate the page title",""
"passed","Sun Mar 31 23:27:07 GMT 2024","Sun Mar 31 23:27:13 GMT 2024","5690","","","Demo page","","","validation",""
"passed","Sun Mar 31 23:27:07 GMT 2024","Sun Mar 31 23:27:07 GMT 2024","748","","","Home Page","","","should admin radio button is present",""
"passed","Sun Mar 31 23:27:00 GMT 2024","Sun Mar 31 23:27:03 GMT 2024","3698","","","","","","@UI Locator",""
"passed","Sun Mar 31 23:27:13 GMT 2024","Sun Mar 31 23:27:20 GMT 2024","6682","","","Demo page","","","validation of screen shot",""
"passed","Sun Mar 31 23:27:06 GMT 2024","Sun Mar 31 23:27:07 GMT 2024","731","","","Home Page","","","validate the free link is visible or not",""
"passed","Sun Mar 31 23:26:51 GMT 2024","Sun Mar 31 23:26:54 GMT 2024","3490","","","","","","Different types of locator",""
"passed","Sun Mar 31 23:26:47 GMT 2024","Sun Mar 31 23:26:51 GMT 2024","3984","","","","","","Child window handling",""
"passed","Sun Mar 31 23:26:58 GMT 2024","Sun Mar 31 23:27:00 GMT 2024","1597","","","","","","get started link",""
