"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","validate the free link is visible or not","","Wed Feb 12 23:30:08 GMT 2025","skipped","Wed Feb 12 23:30:08 GMT 2025","Home Page","","",""
"","1221","Child window handling","","Wed Feb 12 23:29:59 GMT 2025","failed","Wed Feb 12 23:30:00 GMT 2025","","","",""
"","925","@web Error validation","","Wed Feb 12 23:30:01 GMT 2025","failed","Wed Feb 12 23:30:02 GMT 2025","","","",""
"","0","should admin radio button is present","","Wed Feb 12 23:30:08 GMT 2025","skipped","Wed Feb 12 23:30:08 GMT 2025","Home Page","","",""
"","907","validation","","Wed Feb 12 23:30:08 GMT 2025","failed","Wed Feb 12 23:30:09 GMT 2025","Demo page","","",""
"","2252","get started link","","Wed Feb 12 23:30:03 GMT 2025","passed","Wed Feb 12 23:30:05 GMT 2025","","","",""
"","671","validate the page title","","Wed Feb 12 23:30:07 GMT 2025","failed","Wed Feb 12 23:30:08 GMT 2025","Home Page","","",""
"","928","Different types of locator","","Wed Feb 12 23:30:00 GMT 2025","failed","Wed Feb 12 23:30:01 GMT 2025","","","",""
"","2558","@UI Locator","","Wed Feb 12 23:30:05 GMT 2025","passed","Wed Feb 12 23:30:07 GMT 2025","","","",""
"","911","validation of screen shot","","Wed Feb 12 23:30:10 GMT 2025","failed","Wed Feb 12 23:30:11 GMT 2025","Demo page","","",""
