"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 21 23:27:29 GMT 2024","Sun Jul 21 23:27:32 GMT 2024","2998","","","","","","@UI Locator",""
"failed","Sun Jul 21 23:27:26 GMT 2024","Sun Jul 21 23:27:26 GMT 2024","887","","","","","","Different types of locator",""
"skipped","Sun Jul 21 23:27:33 GMT 2024","Sun Jul 21 23:27:33 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Sun Jul 21 23:27:34 GMT 2024","Sun Jul 21 23:27:35 GMT 2024","862","","","Demo page","","","validation of screen shot",""
"skipped","Sun Jul 21 23:27:33 GMT 2024","Sun Jul 21 23:27:33 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Sun Jul 21 23:27:24 GMT 2024","Sun Jul 21 23:27:25 GMT 2024","960","","","","","","Child window handling",""
"failed","Sun Jul 21 23:27:32 GMT 2024","Sun Jul 21 23:27:33 GMT 2024","634","","","Home Page","","","validate the page title",""
"failed","Sun Jul 21 23:27:27 GMT 2024","Sun Jul 21 23:27:28 GMT 2024","866","","","","","","@web Error validation",""
"failed","Sun Jul 21 23:27:33 GMT 2024","Sun Jul 21 23:27:34 GMT 2024","880","","","Demo page","","","validation",""
"passed","Sun Jul 21 23:27:28 GMT 2024","Sun Jul 21 23:27:29 GMT 2024","1167","","","","","","get started link",""
