"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 10 23:26:54 GMT 2024","Wed Apr 10 23:26:58 GMT 2024","3981","","","","","","@UI Locator",""
"passed","Wed Apr 10 23:26:41 GMT 2024","Wed Apr 10 23:26:45 GMT 2024","4472","","","","","","Child window handling",""
"passed","Wed Apr 10 23:26:53 GMT 2024","Wed Apr 10 23:26:54 GMT 2024","1359","","","","","","get started link",""
"passed","Wed Apr 10 23:27:02 GMT 2024","Wed Apr 10 23:27:02 GMT 2024","688","","","Home Page","","","should admin radio button is present",""
"passed","Wed Apr 10 23:26:58 GMT 2024","Wed Apr 10 23:27:01 GMT 2024","2401","","","Home Page","","","validate the page title",""
"passed","Wed Apr 10 23:27:02 GMT 2024","Wed Apr 10 23:27:08 GMT 2024","5982","","","Demo page","","","validation",""
"passed","Wed Apr 10 23:27:08 GMT 2024","Wed Apr 10 23:27:15 GMT 2024","6921","","","Demo page","","","validation of screen shot",""
"passed","Wed Apr 10 23:26:49 GMT 2024","Wed Apr 10 23:26:53 GMT 2024","3940","","","","","","@web Error validation",""
"passed","Wed Apr 10 23:27:01 GMT 2024","Wed Apr 10 23:27:02 GMT 2024","772","","","Home Page","","","validate the free link is visible or not",""
"passed","Wed Apr 10 23:26:45 GMT 2024","Wed Apr 10 23:26:49 GMT 2024","3733","","","","","","Different types of locator",""
