"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","833","validation","","Fri Jan 10 23:29:44 GMT 2025","failed","Fri Jan 10 23:29:45 GMT 2025","Demo page","","",""
"","0","validate the free link is visible or not","","Fri Jan 10 23:29:44 GMT 2025","skipped","Fri Jan 10 23:29:44 GMT 2025","Home Page","","",""
"","818","@web Error validation","","Fri Jan 10 23:29:39 GMT 2025","failed","Fri Jan 10 23:29:40 GMT 2025","","","",""
"","612","validate the page title","","Fri Jan 10 23:29:43 GMT 2025","failed","Fri Jan 10 23:29:44 GMT 2025","Home Page","","",""
"","1","should admin radio button is present","","Fri Jan 10 23:29:44 GMT 2025","skipped","Fri Jan 10 23:29:44 GMT 2025","Home Page","","",""
"","1036","get started link","","Fri Jan 10 23:29:40 GMT 2025","passed","Fri Jan 10 23:29:41 GMT 2025","","","",""
"","895","Child window handling","","Fri Jan 10 23:29:37 GMT 2025","failed","Fri Jan 10 23:29:38 GMT 2025","","","",""
"","822","Different types of locator","","Fri Jan 10 23:29:38 GMT 2025","failed","Fri Jan 10 23:29:39 GMT 2025","","","",""
"","825","validation of screen shot","","Fri Jan 10 23:29:45 GMT 2025","failed","Fri Jan 10 23:29:46 GMT 2025","Demo page","","",""
"","1762","@UI Locator","","Fri Jan 10 23:29:41 GMT 2025","passed","Fri Jan 10 23:29:43 GMT 2025","","","",""
