"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue May 28 23:28:33 GMT 2024","Tue May 28 23:28:34 GMT 2024","849","","","","","","@web Error validation",""
"passed","Tue May 28 23:28:35 GMT 2024","Tue May 28 23:28:38 GMT 2024","2897","","","","","","@UI Locator",""
"failed","Tue May 28 23:28:27 GMT 2024","Tue May 28 23:28:31 GMT 2024","3950","","","","","","Child window handling",""
"failed","Tue May 28 23:28:38 GMT 2024","Tue May 28 23:28:39 GMT 2024","599","","","Home Page","","","validate the page title",""
"failed","Tue May 28 23:28:40 GMT 2024","Tue May 28 23:28:41 GMT 2024","836","","","Demo page","","","validation of screen shot",""
"skipped","Tue May 28 23:28:39 GMT 2024","Tue May 28 23:28:39 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Tue May 28 23:28:39 GMT 2024","Tue May 28 23:28:40 GMT 2024","852","","","Demo page","","","validation",""
"passed","Tue May 28 23:28:34 GMT 2024","Tue May 28 23:28:35 GMT 2024","1154","","","","","","get started link",""
"skipped","Tue May 28 23:28:39 GMT 2024","Tue May 28 23:28:39 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Tue May 28 23:28:32 GMT 2024","Tue May 28 23:28:32 GMT 2024","840","","","","","","Different types of locator",""
