"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 04 23:26:36 GMT 2024","Mon Mar 04 23:26:40 GMT 2024","4375","","","","","","Child window handling",""
"passed","Mon Mar 04 23:26:58 GMT 2024","Mon Mar 04 23:27:04 GMT 2024","6518","","","Demo page","","","validation",""
"passed","Mon Mar 04 23:26:48 GMT 2024","Mon Mar 04 23:26:50 GMT 2024","1690","","","","","","get started link",""
"passed","Mon Mar 04 23:26:57 GMT 2024","Mon Mar 04 23:26:58 GMT 2024","688","","","Home Page","","","should admin radio button is present",""
"passed","Mon Mar 04 23:26:56 GMT 2024","Mon Mar 04 23:26:57 GMT 2024","669","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Mar 04 23:26:50 GMT 2024","Mon Mar 04 23:26:54 GMT 2024","3951","","","","","","@UI Locator",""
"passed","Mon Mar 04 23:27:04 GMT 2024","Mon Mar 04 23:27:11 GMT 2024","6532","","","Demo page","","","validation of screen shot",""
"passed","Mon Mar 04 23:26:44 GMT 2024","Mon Mar 04 23:26:48 GMT 2024","4135","","","","","","@web Error validation",""
"passed","Mon Mar 04 23:26:40 GMT 2024","Mon Mar 04 23:26:44 GMT 2024","3840","","","","","","Different types of locator",""
"passed","Mon Mar 04 23:26:54 GMT 2024","Mon Mar 04 23:26:56 GMT 2024","2333","","","Home Page","","","validate the page title",""
