"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 03 23:27:51 GMT 2024","Mon Jun 03 23:27:52 GMT 2024","891","","","Demo page","","","validation",""
"skipped","Mon Jun 03 23:27:51 GMT 2024","Mon Jun 03 23:27:51 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"skipped","Mon Jun 03 23:27:51 GMT 2024","Mon Jun 03 23:27:51 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Jun 03 23:27:45 GMT 2024","Mon Jun 03 23:27:46 GMT 2024","1066","","","","","","get started link",""
"failed","Mon Jun 03 23:27:43 GMT 2024","Mon Jun 03 23:27:44 GMT 2024","880","","","","","","Different types of locator",""
"failed","Mon Jun 03 23:27:52 GMT 2024","Mon Jun 03 23:27:53 GMT 2024","903","","","Demo page","","","validation of screen shot",""
"failed","Mon Jun 03 23:27:41 GMT 2024","Mon Jun 03 23:27:43 GMT 2024","1067","","","","","","Child window handling",""
"passed","Mon Jun 03 23:27:46 GMT 2024","Mon Jun 03 23:27:50 GMT 2024","3847","","","","","","@UI Locator",""
"failed","Mon Jun 03 23:27:50 GMT 2024","Mon Jun 03 23:27:51 GMT 2024","647","","","Home Page","","","validate the page title",""
"failed","Mon Jun 03 23:27:44 GMT 2024","Mon Jun 03 23:27:45 GMT 2024","876","","","","","","@web Error validation",""
