"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1704","@UI Locator","","Thu Feb 13 23:29:59 GMT 2025","passed","Thu Feb 13 23:30:01 GMT 2025","","","",""
"","902","validation","","Thu Feb 13 23:30:02 GMT 2025","failed","Thu Feb 13 23:30:03 GMT 2025","Demo page","","",""
"","1001","@web Error validation","","Thu Feb 13 23:29:56 GMT 2025","failed","Thu Feb 13 23:29:57 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Thu Feb 13 23:30:02 GMT 2025","skipped","Thu Feb 13 23:30:02 GMT 2025","Home Page","","",""
"","1118","Child window handling","","Thu Feb 13 23:29:54 GMT 2025","failed","Thu Feb 13 23:29:55 GMT 2025","","","",""
"","889","Different types of locator","","Thu Feb 13 23:29:55 GMT 2025","failed","Thu Feb 13 23:29:56 GMT 2025","","","",""
"","893","validation of screen shot","","Thu Feb 13 23:30:03 GMT 2025","failed","Thu Feb 13 23:30:04 GMT 2025","Demo page","","",""
"","637","validate the page title","","Thu Feb 13 23:30:01 GMT 2025","failed","Thu Feb 13 23:30:02 GMT 2025","Home Page","","",""
"","1","should admin radio button is present","","Thu Feb 13 23:30:02 GMT 2025","skipped","Thu Feb 13 23:30:02 GMT 2025","Home Page","","",""
"","1474","get started link","","Thu Feb 13 23:29:58 GMT 2025","passed","Thu Feb 13 23:29:59 GMT 2025","","","",""
