"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri May 31 23:26:55 GMT 2024","Fri May 31 23:26:55 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Fri May 31 23:26:51 GMT 2024","Fri May 31 23:26:54 GMT 2024","3150","","","","","","@UI Locator",""
"failed","Fri May 31 23:26:46 GMT 2024","Fri May 31 23:26:47 GMT 2024","982","","","","","","Child window handling",""
"skipped","Fri May 31 23:26:55 GMT 2024","Fri May 31 23:26:55 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Fri May 31 23:26:54 GMT 2024","Fri May 31 23:26:55 GMT 2024","634","","","Home Page","","","validate the page title",""
"failed","Fri May 31 23:26:55 GMT 2024","Fri May 31 23:26:56 GMT 2024","873","","","Demo page","","","validation",""
"failed","Fri May 31 23:26:48 GMT 2024","Fri May 31 23:26:49 GMT 2024","882","","","","","","Different types of locator",""
"passed","Fri May 31 23:26:50 GMT 2024","Fri May 31 23:26:51 GMT 2024","1143","","","","","","get started link",""
"failed","Fri May 31 23:26:57 GMT 2024","Fri May 31 23:26:57 GMT 2024","886","","","Demo page","","","validation of screen shot",""
"failed","Fri May 31 23:26:49 GMT 2024","Fri May 31 23:26:50 GMT 2024","876","","","","","","@web Error validation",""
