"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","951","Different types of locator","","Mon Apr 07 23:32:58 GMT 2025","failed","Mon Apr 07 23:32:59 GMT 2025","","","",""
"","958","validation of screen shot","","Mon Apr 07 23:33:07 GMT 2025","failed","Mon Apr 07 23:33:08 GMT 2025","Demo page","","",""
"","1251","Child window handling","","Mon Apr 07 23:32:56 GMT 2025","failed","Mon Apr 07 23:32:58 GMT 2025","","","",""
"","957","validation","","Mon Apr 07 23:33:06 GMT 2025","failed","Mon Apr 07 23:33:07 GMT 2025","Demo page","","",""
"","1031","@web Error validation","","Mon Apr 07 23:32:59 GMT 2025","failed","Mon Apr 07 23:33:00 GMT 2025","","","",""
"","1824","get started link","","Mon Apr 07 23:33:01 GMT 2025","passed","Mon Apr 07 23:33:02 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Mon Apr 07 23:33:05 GMT 2025","skipped","Mon Apr 07 23:33:05 GMT 2025","Home Page","","",""
"","2315","@UI Locator","","Mon Apr 07 23:33:02 GMT 2025","passed","Mon Apr 07 23:33:05 GMT 2025","","","",""
"","691","validate the page title","","Mon Apr 07 23:33:05 GMT 2025","failed","Mon Apr 07 23:33:05 GMT 2025","Home Page","","",""
"","1","should admin radio button is present","","Mon Apr 07 23:33:05 GMT 2025","skipped","Mon Apr 07 23:33:05 GMT 2025","Home Page","","",""
