"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should admin radio button is present","","Thu Dec 26 23:29:29 GMT 2024","skipped","Thu Dec 26 23:29:29 GMT 2024","Home Page","","",""
"","0","validate the free link is visible or not","","Thu Dec 26 23:29:29 GMT 2024","skipped","Thu Dec 26 23:29:29 GMT 2024","Home Page","","",""
"","846","validation","","Thu Dec 26 23:29:29 GMT 2024","failed","Thu Dec 26 23:29:30 GMT 2024","Demo page","","",""
"","608","validate the page title","","Thu Dec 26 23:29:28 GMT 2024","failed","Thu Dec 26 23:29:29 GMT 2024","Home Page","","",""
"","817","Different types of locator","","Thu Dec 26 23:29:23 GMT 2024","failed","Thu Dec 26 23:29:24 GMT 2024","","","",""
"","835","@web Error validation","","Thu Dec 26 23:29:24 GMT 2024","failed","Thu Dec 26 23:29:25 GMT 2024","","","",""
"","1671","@UI Locator","","Thu Dec 26 23:29:26 GMT 2024","passed","Thu Dec 26 23:29:28 GMT 2024","","","",""
"","835","validation of screen shot","","Thu Dec 26 23:29:30 GMT 2024","failed","Thu Dec 26 23:29:31 GMT 2024","Demo page","","",""
"","970","Child window handling","","Thu Dec 26 23:29:22 GMT 2024","failed","Thu Dec 26 23:29:23 GMT 2024","","","",""
"","1111","get started link","","Thu Dec 26 23:29:25 GMT 2024","passed","Thu Dec 26 23:29:26 GMT 2024","","","",""
