"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","870","validation of screen shot","","Thu Mar 20 23:31:35 GMT 2025","failed","Thu Mar 20 23:31:35 GMT 2025","Demo page","","",""
"","1093","Child window handling","","Thu Mar 20 23:31:26 GMT 2025","failed","Thu Mar 20 23:31:27 GMT 2025","","","",""
"","608","validate the page title","","Thu Mar 20 23:31:32 GMT 2025","failed","Thu Mar 20 23:31:33 GMT 2025","Home Page","","",""
"","871","Different types of locator","","Thu Mar 20 23:31:27 GMT 2025","failed","Thu Mar 20 23:31:28 GMT 2025","","","",""
"","1031","get started link","","Thu Mar 20 23:31:30 GMT 2025","passed","Thu Mar 20 23:31:31 GMT 2025","","","",""
"","1680","@UI Locator","","Thu Mar 20 23:31:31 GMT 2025","passed","Thu Mar 20 23:31:32 GMT 2025","","","",""
"","864","validation","","Thu Mar 20 23:31:33 GMT 2025","failed","Thu Mar 20 23:31:34 GMT 2025","Demo page","","",""
"","0","should admin radio button is present","","Thu Mar 20 23:31:33 GMT 2025","skipped","Thu Mar 20 23:31:33 GMT 2025","Home Page","","",""
"","840","@web Error validation","","Thu Mar 20 23:31:29 GMT 2025","failed","Thu Mar 20 23:31:29 GMT 2025","","","",""
"","1","validate the free link is visible or not","","Thu Mar 20 23:31:33 GMT 2025","skipped","Thu Mar 20 23:31:33 GMT 2025","Home Page","","",""
