"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1875","@UI Locator","","Thu Jan 16 23:30:02 GMT 2025","passed","Thu Jan 16 23:30:04 GMT 2025","","","",""
"","824","validation of screen shot","","Thu Jan 16 23:30:06 GMT 2025","failed","Thu Jan 16 23:30:06 GMT 2025","Demo page","","",""
"","0","should admin radio button is present","","Thu Jan 16 23:30:04 GMT 2025","skipped","Thu Jan 16 23:30:04 GMT 2025","Home Page","","",""
"","838","@web Error validation","","Thu Jan 16 23:30:00 GMT 2025","failed","Thu Jan 16 23:30:00 GMT 2025","","","",""
"","994","get started link","","Thu Jan 16 23:30:01 GMT 2025","passed","Thu Jan 16 23:30:02 GMT 2025","","","",""
"","961","Child window handling","","Thu Jan 16 23:29:57 GMT 2025","failed","Thu Jan 16 23:29:58 GMT 2025","","","",""
"","834","Different types of locator","","Thu Jan 16 23:29:58 GMT 2025","failed","Thu Jan 16 23:29:59 GMT 2025","","","",""
"","1","validate the free link is visible or not","","Thu Jan 16 23:30:04 GMT 2025","skipped","Thu Jan 16 23:30:04 GMT 2025","Home Page","","",""
"","633","validate the page title","","Thu Jan 16 23:30:04 GMT 2025","failed","Thu Jan 16 23:30:04 GMT 2025","Home Page","","",""
"","837","validation","","Thu Jan 16 23:30:05 GMT 2025","failed","Thu Jan 16 23:30:05 GMT 2025","Demo page","","",""
