"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should admin radio button is present","","Thu Jan 09 23:30:25 GMT 2025","skipped","Thu Jan 09 23:30:25 GMT 2025","Home Page","","",""
"","854","validation","","Thu Jan 09 23:30:25 GMT 2025","failed","Thu Jan 09 23:30:26 GMT 2025","Demo page","","",""
"","2607","@UI Locator","","Thu Jan 09 23:30:22 GMT 2025","passed","Thu Jan 09 23:30:24 GMT 2025","","","",""
"","825","@web Error validation","","Thu Jan 09 23:30:20 GMT 2025","failed","Thu Jan 09 23:30:20 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Thu Jan 09 23:30:25 GMT 2025","skipped","Thu Jan 09 23:30:25 GMT 2025","Home Page","","",""
"","1079","get started link","","Thu Jan 09 23:30:21 GMT 2025","passed","Thu Jan 09 23:30:22 GMT 2025","","","",""
"","645","validate the page title","","Thu Jan 09 23:30:24 GMT 2025","failed","Thu Jan 09 23:30:25 GMT 2025","Home Page","","",""
"","886","Child window handling","","Thu Jan 09 23:30:17 GMT 2025","failed","Thu Jan 09 23:30:18 GMT 2025","","","",""
"","861","validation of screen shot","","Thu Jan 09 23:30:27 GMT 2025","failed","Thu Jan 09 23:30:27 GMT 2025","Demo page","","",""
"","843","Different types of locator","","Thu Jan 09 23:30:18 GMT 2025","failed","Thu Jan 09 23:30:19 GMT 2025","","","",""
