"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 23 23:31:18 GMT 2024","Tue Jul 23 23:31:19 GMT 2024","826","","","Demo page","","","validation of screen shot",""
"failed","Tue Jul 23 23:31:10 GMT 2024","Tue Jul 23 23:31:10 GMT 2024","815","","","","","","Different types of locator",""
"skipped","Tue Jul 23 23:31:17 GMT 2024","Tue Jul 23 23:31:17 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Jul 23 23:31:13 GMT 2024","Tue Jul 23 23:31:16 GMT 2024","2868","","","","","","@UI Locator",""
"failed","Tue Jul 23 23:31:16 GMT 2024","Tue Jul 23 23:31:17 GMT 2024","572","","","Home Page","","","validate the page title",""
"failed","Tue Jul 23 23:31:17 GMT 2024","Tue Jul 23 23:31:18 GMT 2024","826","","","Demo page","","","validation",""
"passed","Tue Jul 23 23:31:12 GMT 2024","Tue Jul 23 23:31:13 GMT 2024","1220","","","","","","get started link",""
"failed","Tue Jul 23 23:31:11 GMT 2024","Tue Jul 23 23:31:12 GMT 2024","820","","","","","","@web Error validation",""
"skipped","Tue Jul 23 23:31:17 GMT 2024","Tue Jul 23 23:31:17 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Tue Jul 23 23:31:08 GMT 2024","Tue Jul 23 23:31:09 GMT 2024","1043","","","","","","Child window handling",""
