"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 23:28:38 GMT 2024","Wed Jan 17 23:28:43 GMT 2024","5926","","","Demo page","","","validation",""
"passed","Wed Jan 17 23:28:24 GMT 2024","Wed Jan 17 23:28:28 GMT 2024","4180","","","","","","@web Error validation",""
"passed","Wed Jan 17 23:28:37 GMT 2024","Wed Jan 17 23:28:38 GMT 2024","662","","","Home Page","","","should admin radio button is present",""
"passed","Wed Jan 17 23:28:30 GMT 2024","Wed Jan 17 23:28:34 GMT 2024","3576","","","","","","@UI Locator",""
"passed","Wed Jan 17 23:28:34 GMT 2024","Wed Jan 17 23:28:36 GMT 2024","2314","","","Home Page","","","validate the page title",""
"passed","Wed Jan 17 23:28:43 GMT 2024","Wed Jan 17 23:28:50 GMT 2024","6175","","","Demo page","","","validation of screen shot",""
"passed","Wed Jan 17 23:28:28 GMT 2024","Wed Jan 17 23:28:30 GMT 2024","1912","","","","","","get started link",""
"passed","Wed Jan 17 23:28:21 GMT 2024","Wed Jan 17 23:28:24 GMT 2024","3669","","","","","","Different types of locator",""
"passed","Wed Jan 17 23:28:36 GMT 2024","Wed Jan 17 23:28:37 GMT 2024","652","","","Home Page","","","validate the free link is visible or not",""
"passed","Wed Jan 17 23:28:15 GMT 2024","Wed Jan 17 23:28:21 GMT 2024","5681","","","","","","Child window handling",""
