"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 23 23:27:27 GMT 2024","Thu May 23 23:27:34 GMT 2024","6689","","","Demo page","","","validation of screen shot",""
"passed","Thu May 23 23:27:21 GMT 2024","Thu May 23 23:27:27 GMT 2024","6267","","","Demo page","","","validation",""
"passed","Thu May 23 23:27:20 GMT 2024","Thu May 23 23:27:21 GMT 2024","858","","","Home Page","","","should admin radio button is present",""
"passed","Thu May 23 23:27:20 GMT 2024","Thu May 23 23:27:20 GMT 2024","723","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu May 23 23:27:13 GMT 2024","Thu May 23 23:27:17 GMT 2024","4389","","","","","","@UI Locator",""
"passed","Thu May 23 23:27:04 GMT 2024","Thu May 23 23:27:07 GMT 2024","3695","","","","","","Different types of locator",""
"passed","Thu May 23 23:27:17 GMT 2024","Thu May 23 23:27:20 GMT 2024","2432","","","Home Page","","","validate the page title",""
"passed","Thu May 23 23:27:07 GMT 2024","Thu May 23 23:27:11 GMT 2024","3964","","","","","","@web Error validation",""
"passed","Thu May 23 23:26:59 GMT 2024","Thu May 23 23:27:04 GMT 2024","4443","","","","","","Child window handling",""
"passed","Thu May 23 23:27:11 GMT 2024","Thu May 23 23:27:13 GMT 2024","1620","","","","","","get started link",""
