"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","950","Child window handling","","Tue Feb 04 23:29:06 GMT 2025","failed","Tue Feb 04 23:29:07 GMT 2025","","","",""
"","845","Different types of locator","","Tue Feb 04 23:29:08 GMT 2025","failed","Tue Feb 04 23:29:08 GMT 2025","","","",""
"","849","validation","","Tue Feb 04 23:29:15 GMT 2025","failed","Tue Feb 04 23:29:16 GMT 2025","Demo page","","",""
"","846","validation of screen shot","","Tue Feb 04 23:29:16 GMT 2025","failed","Tue Feb 04 23:29:17 GMT 2025","Demo page","","",""
"","0","validate the free link is visible or not","","Tue Feb 04 23:29:15 GMT 2025","skipped","Tue Feb 04 23:29:15 GMT 2025","Home Page","","",""
"","1511","get started link","","Tue Feb 04 23:29:10 GMT 2025","passed","Tue Feb 04 23:29:11 GMT 2025","","","",""
"","839","@web Error validation","","Tue Feb 04 23:29:09 GMT 2025","failed","Tue Feb 04 23:29:10 GMT 2025","","","",""
"","654","validate the page title","","Tue Feb 04 23:29:14 GMT 2025","failed","Tue Feb 04 23:29:15 GMT 2025","Home Page","","",""
"","0","should admin radio button is present","","Tue Feb 04 23:29:15 GMT 2025","skipped","Tue Feb 04 23:29:15 GMT 2025","Home Page","","",""
"","2481","@UI Locator","","Tue Feb 04 23:29:11 GMT 2025","passed","Tue Feb 04 23:29:14 GMT 2025","","","",""
