"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","868","Different types of locator","","Fri Feb 07 23:28:40 GMT 2025","failed","Fri Feb 07 23:28:41 GMT 2025","","","",""
"","867","@web Error validation","","Fri Feb 07 23:28:42 GMT 2025","failed","Fri Feb 07 23:28:43 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Fri Feb 07 23:28:47 GMT 2025","skipped","Fri Feb 07 23:28:47 GMT 2025","Home Page","","",""
"","1","should admin radio button is present","","Fri Feb 07 23:28:47 GMT 2025","skipped","Fri Feb 07 23:28:47 GMT 2025","Home Page","","",""
"","623","validate the page title","","Fri Feb 07 23:28:46 GMT 2025","failed","Fri Feb 07 23:28:47 GMT 2025","Home Page","","",""
"","2250","@UI Locator","","Fri Feb 07 23:28:44 GMT 2025","passed","Fri Feb 07 23:28:46 GMT 2025","","","",""
"","1053","Child window handling","","Fri Feb 07 23:28:39 GMT 2025","failed","Fri Feb 07 23:28:40 GMT 2025","","","",""
"","862","validation","","Fri Feb 07 23:28:47 GMT 2025","failed","Fri Feb 07 23:28:48 GMT 2025","Demo page","","",""
"","1072","get started link","","Fri Feb 07 23:28:43 GMT 2025","passed","Fri Feb 07 23:28:44 GMT 2025","","","",""
"","854","validation of screen shot","","Fri Feb 07 23:28:48 GMT 2025","failed","Fri Feb 07 23:28:49 GMT 2025","Demo page","","",""
