"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 20 23:29:09 GMT 2024","Tue Aug 20 23:29:10 GMT 2024","627","","","Home Page","","","validate the page title",""
"failed","Tue Aug 20 23:29:10 GMT 2024","Tue Aug 20 23:29:11 GMT 2024","850","","","Demo page","","","validation",""
"skipped","Tue Aug 20 23:29:10 GMT 2024","Tue Aug 20 23:29:10 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"skipped","Tue Aug 20 23:29:10 GMT 2024","Tue Aug 20 23:29:10 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"passed","Tue Aug 20 23:29:05 GMT 2024","Tue Aug 20 23:29:06 GMT 2024","1105","","","","","","get started link",""
"failed","Tue Aug 20 23:29:02 GMT 2024","Tue Aug 20 23:29:03 GMT 2024","931","","","","","","Child window handling",""
"passed","Tue Aug 20 23:29:06 GMT 2024","Tue Aug 20 23:29:09 GMT 2024","2900","","","","","","@UI Locator",""
"failed","Tue Aug 20 23:29:04 GMT 2024","Tue Aug 20 23:29:05 GMT 2024","844","","","","","","@web Error validation",""
"failed","Tue Aug 20 23:29:11 GMT 2024","Tue Aug 20 23:29:12 GMT 2024","826","","","Demo page","","","validation of screen shot",""
"failed","Tue Aug 20 23:29:03 GMT 2024","Tue Aug 20 23:29:04 GMT 2024","840","","","","","","Different types of locator",""
