"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 02 23:28:16 GMT 2024","Thu May 02 23:28:19 GMT 2024","3437","","","","","","Different types of locator",""
"passed","Thu May 02 23:28:26 GMT 2024","Thu May 02 23:28:30 GMT 2024","4561","","","","","","@UI Locator",""
"passed","Thu May 02 23:28:19 GMT 2024","Thu May 02 23:28:24 GMT 2024","4183","","","","","","@web Error validation",""
"passed","Thu May 02 23:28:30 GMT 2024","Thu May 02 23:28:32 GMT 2024","2306","","","Home Page","","","validate the page title",""
"passed","Thu May 02 23:28:39 GMT 2024","Thu May 02 23:28:46 GMT 2024","6831","","","Demo page","","","validation of screen shot",""
"passed","Thu May 02 23:28:32 GMT 2024","Thu May 02 23:28:33 GMT 2024","667","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu May 02 23:28:34 GMT 2024","Thu May 02 23:28:39 GMT 2024","5237","","","Demo page","","","validation",""
"passed","Thu May 02 23:28:24 GMT 2024","Thu May 02 23:28:26 GMT 2024","1881","","","","","","get started link",""
"passed","Thu May 02 23:28:11 GMT 2024","Thu May 02 23:28:16 GMT 2024","4993","","","","","","Child window handling",""
"passed","Thu May 02 23:28:33 GMT 2024","Thu May 02 23:28:34 GMT 2024","707","","","Home Page","","","should admin radio button is present",""
