"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1208","Child window handling","","Thu Mar 27 23:32:27 GMT 2025","failed","Thu Mar 27 23:32:28 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Thu Mar 27 23:32:36 GMT 2025","skipped","Thu Mar 27 23:32:36 GMT 2025","Home Page","","",""
"","1110","get started link","","Thu Mar 27 23:32:32 GMT 2025","passed","Thu Mar 27 23:32:33 GMT 2025","","","",""
"","922","validation of screen shot","","Thu Mar 27 23:32:38 GMT 2025","failed","Thu Mar 27 23:32:39 GMT 2025","Demo page","","",""
"","2635","@UI Locator","","Thu Mar 27 23:32:33 GMT 2025","passed","Thu Mar 27 23:32:36 GMT 2025","","","",""
"","1","should admin radio button is present","","Thu Mar 27 23:32:36 GMT 2025","skipped","Thu Mar 27 23:32:36 GMT 2025","Home Page","","",""
"","909","Different types of locator","","Thu Mar 27 23:32:29 GMT 2025","failed","Thu Mar 27 23:32:30 GMT 2025","","","",""
"","657","validate the page title","","Thu Mar 27 23:32:36 GMT 2025","failed","Thu Mar 27 23:32:36 GMT 2025","Home Page","","",""
"","909","validation","","Thu Mar 27 23:32:37 GMT 2025","failed","Thu Mar 27 23:32:38 GMT 2025","Demo page","","",""
"","1710","@web Error validation","","Thu Mar 27 23:32:30 GMT 2025","failed","Thu Mar 27 23:32:32 GMT 2025","","","",""
