"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Sep 22 23:30:43 GMT 2024","Sun Sep 22 23:30:43 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Sun Sep 22 23:30:43 GMT 2024","Sun Sep 22 23:30:44 GMT 2024","824","","","Demo page","","","validation",""
"failed","Sun Sep 22 23:30:36 GMT 2024","Sun Sep 22 23:30:37 GMT 2024","818","","","","","","Different types of locator",""
"failed","Sun Sep 22 23:30:45 GMT 2024","Sun Sep 22 23:30:45 GMT 2024","827","","","Demo page","","","validation of screen shot",""
"passed","Sun Sep 22 23:30:38 GMT 2024","Sun Sep 22 23:30:39 GMT 2024","1211","","","","","","get started link",""
"skipped","Sun Sep 22 23:30:43 GMT 2024","Sun Sep 22 23:30:43 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Sun Sep 22 23:30:33 GMT 2024","Sun Sep 22 23:30:35 GMT 2024","2198","","","","","","Child window handling",""
"failed","Sun Sep 22 23:30:37 GMT 2024","Sun Sep 22 23:30:38 GMT 2024","854","","","","","","@web Error validation",""
"failed","Sun Sep 22 23:30:42 GMT 2024","Sun Sep 22 23:30:43 GMT 2024","611","","","Home Page","","","validate the page title",""
"passed","Sun Sep 22 23:30:39 GMT 2024","Sun Sep 22 23:30:42 GMT 2024","3143","","","","","","@UI Locator",""
