"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Sep 14 23:28:34 GMT 2024","Sat Sep 14 23:28:34 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Sat Sep 14 23:28:27 GMT 2024","Sat Sep 14 23:28:28 GMT 2024","895","","","","","","@web Error validation",""
"skipped","Sat Sep 14 23:28:34 GMT 2024","Sat Sep 14 23:28:34 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Sat Sep 14 23:28:24 GMT 2024","Sat Sep 14 23:28:25 GMT 2024","995","","","","","","Child window handling",""
"passed","Sat Sep 14 23:28:30 GMT 2024","Sat Sep 14 23:28:34 GMT 2024","3890","","","","","","@UI Locator",""
"failed","Sat Sep 14 23:28:26 GMT 2024","Sat Sep 14 23:28:27 GMT 2024","868","","","","","","Different types of locator",""
"passed","Sat Sep 14 23:28:28 GMT 2024","Sat Sep 14 23:28:30 GMT 2024","1598","","","","","","get started link",""
"failed","Sat Sep 14 23:28:34 GMT 2024","Sat Sep 14 23:28:35 GMT 2024","914","","","Demo page","","","validation",""
"failed","Sat Sep 14 23:28:36 GMT 2024","Sat Sep 14 23:28:37 GMT 2024","885","","","Demo page","","","validation of screen shot",""
"failed","Sat Sep 14 23:28:34 GMT 2024","Sat Sep 14 23:28:34 GMT 2024","655","","","Home Page","","","validate the page title",""
