"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 11 23:26:55 GMT 2024","Thu Apr 11 23:26:57 GMT 2024","1958","","","","","","get started link",""
"passed","Thu Apr 11 23:27:01 GMT 2024","Thu Apr 11 23:27:04 GMT 2024","2290","","","Home Page","","","validate the page title",""
"passed","Thu Apr 11 23:27:04 GMT 2024","Thu Apr 11 23:27:04 GMT 2024","732","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu Apr 11 23:27:04 GMT 2024","Thu Apr 11 23:27:05 GMT 2024","693","","","Home Page","","","should admin radio button is present",""
"passed","Thu Apr 11 23:27:05 GMT 2024","Thu Apr 11 23:27:11 GMT 2024","6034","","","Demo page","","","validation",""
"passed","Thu Apr 11 23:26:57 GMT 2024","Thu Apr 11 23:27:01 GMT 2024","3942","","","","","","@UI Locator",""
"passed","Thu Apr 11 23:26:47 GMT 2024","Thu Apr 11 23:26:51 GMT 2024","4173","","","","","","Different types of locator",""
"passed","Thu Apr 11 23:27:11 GMT 2024","Thu Apr 11 23:27:17 GMT 2024","6015","","","Demo page","","","validation of screen shot",""
"passed","Thu Apr 11 23:26:51 GMT 2024","Thu Apr 11 23:26:55 GMT 2024","4494","","","","","","@web Error validation",""
"passed","Thu Apr 11 23:26:41 GMT 2024","Thu Apr 11 23:26:47 GMT 2024","5912","","","","","","Child window handling",""
