"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 29 23:27:14 GMT 2024","Wed May 29 23:27:15 GMT 2024","621","","","Home Page","","","validate the page title",""
"failed","Wed May 29 23:27:15 GMT 2024","Wed May 29 23:27:16 GMT 2024","866","","","Demo page","","","validation",""
"failed","Wed May 29 23:27:16 GMT 2024","Wed May 29 23:27:17 GMT 2024","880","","","Demo page","","","validation of screen shot",""
"passed","Wed May 29 23:27:10 GMT 2024","Wed May 29 23:27:11 GMT 2024","1104","","","","","","get started link",""
"skipped","Wed May 29 23:27:15 GMT 2024","Wed May 29 23:27:15 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Wed May 29 23:27:11 GMT 2024","Wed May 29 23:27:14 GMT 2024","3327","","","","","","@UI Locator",""
"failed","Wed May 29 23:27:07 GMT 2024","Wed May 29 23:27:08 GMT 2024","869","","","","","","Different types of locator",""
"failed","Wed May 29 23:27:08 GMT 2024","Wed May 29 23:27:09 GMT 2024","879","","","","","","@web Error validation",""
"failed","Wed May 29 23:27:06 GMT 2024","Wed May 29 23:27:07 GMT 2024","1087","","","","","","Child window handling",""
"skipped","Wed May 29 23:27:15 GMT 2024","Wed May 29 23:27:15 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
