"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 20 23:27:32 GMT 2024","Mon May 20 23:27:34 GMT 2024","1333","","","","","","get started link",""
"passed","Mon May 20 23:27:40 GMT 2024","Mon May 20 23:27:41 GMT 2024","870","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon May 20 23:27:41 GMT 2024","Mon May 20 23:27:42 GMT 2024","895","","","Home Page","","","should admin radio button is present",""
"passed","Mon May 20 23:27:47 GMT 2024","Mon May 20 23:27:52 GMT 2024","5446","","","Demo page","","","validation of screen shot",""
"passed","Mon May 20 23:27:34 GMT 2024","Mon May 20 23:27:37 GMT 2024","3732","","","","","","@UI Locator",""
"passed","Mon May 20 23:27:37 GMT 2024","Mon May 20 23:27:40 GMT 2024","2613","","","Home Page","","","validate the page title",""
"passed","Mon May 20 23:27:25 GMT 2024","Mon May 20 23:27:28 GMT 2024","3717","","","","","","Different types of locator",""
"passed","Mon May 20 23:27:42 GMT 2024","Mon May 20 23:27:47 GMT 2024","5071","","","Demo page","","","validation",""
"passed","Mon May 20 23:27:20 GMT 2024","Mon May 20 23:27:25 GMT 2024","4698","","","","","","Child window handling",""
"passed","Mon May 20 23:27:28 GMT 2024","Mon May 20 23:27:32 GMT 2024","3914","","","","","","@web Error validation",""
