"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 06 23:27:05 GMT 2024","Tue Feb 06 23:27:11 GMT 2024","6318","","","Demo page","","","validation",""
"passed","Tue Feb 06 23:27:03 GMT 2024","Tue Feb 06 23:27:04 GMT 2024","663","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Feb 06 23:27:04 GMT 2024","Tue Feb 06 23:27:05 GMT 2024","660","","","Home Page","","","should admin radio button is present",""
"passed","Tue Feb 06 23:26:57 GMT 2024","Tue Feb 06 23:27:01 GMT 2024","4382","","","","","","@UI Locator",""
"passed","Tue Feb 06 23:26:55 GMT 2024","Tue Feb 06 23:26:57 GMT 2024","1763","","","","","","get started link",""
"passed","Tue Feb 06 23:26:43 GMT 2024","Tue Feb 06 23:26:47 GMT 2024","4077","","","","","","Child window handling",""
"passed","Tue Feb 06 23:26:47 GMT 2024","Tue Feb 06 23:26:51 GMT 2024","3867","","","","","","Different types of locator",""
"passed","Tue Feb 06 23:27:01 GMT 2024","Tue Feb 06 23:27:03 GMT 2024","2229","","","Home Page","","","validate the page title",""
"passed","Tue Feb 06 23:27:11 GMT 2024","Tue Feb 06 23:27:18 GMT 2024","6750","","","Demo page","","","validation of screen shot",""
"passed","Tue Feb 06 23:26:51 GMT 2024","Tue Feb 06 23:26:55 GMT 2024","4131","","","","","","@web Error validation",""
