"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Sep 29 23:29:17 GMT 2024","Sun Sep 29 23:29:18 GMT 2024","839","","","Demo page","","","validation of screen shot",""
"skipped","Sun Sep 29 23:29:15 GMT 2024","Sun Sep 29 23:29:15 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Sun Sep 29 23:29:16 GMT 2024","Sun Sep 29 23:29:16 GMT 2024","830","","","Demo page","","","validation",""
"failed","Sun Sep 29 23:29:03 GMT 2024","Sun Sep 29 23:29:04 GMT 2024","844","","","","","","Different types of locator",""
"failed","Sun Sep 29 23:29:04 GMT 2024","Sun Sep 29 23:29:05 GMT 2024","895","","","","","","@web Error validation",""
"passed","Sun Sep 29 23:29:05 GMT 2024","Sun Sep 29 23:29:07 GMT 2024","1562","","","","","","get started link",""
"failed","Sun Sep 29 23:29:02 GMT 2024","Sun Sep 29 23:29:03 GMT 2024","925","","","","","","Child window handling",""
"skipped","Sun Sep 29 23:29:15 GMT 2024","Sun Sep 29 23:29:15 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Sun Sep 29 23:29:15 GMT 2024","Sun Sep 29 23:29:15 GMT 2024","624","","","Home Page","","","validate the page title",""
"passed","Sun Sep 29 23:29:07 GMT 2024","Sun Sep 29 23:29:15 GMT 2024","7831","","","","","","@UI Locator",""
