"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","858","@web Error validation","","Wed Feb 19 23:29:43 GMT 2025","failed","Wed Feb 19 23:29:44 GMT 2025","","","",""
"","1094","get started link","","Wed Feb 19 23:29:44 GMT 2025","passed","Wed Feb 19 23:29:45 GMT 2025","","","",""
"","862","validation","","Wed Feb 19 23:29:48 GMT 2025","failed","Wed Feb 19 23:29:49 GMT 2025","Demo page","","",""
"","0","validate the free link is visible or not","","Wed Feb 19 23:29:48 GMT 2025","skipped","Wed Feb 19 23:29:48 GMT 2025","Home Page","","",""
"","1188","Child window handling","","Wed Feb 19 23:29:40 GMT 2025","failed","Wed Feb 19 23:29:42 GMT 2025","","","",""
"","848","validation of screen shot","","Wed Feb 19 23:29:49 GMT 2025","failed","Wed Feb 19 23:29:50 GMT 2025","Demo page","","",""
"","1770","@UI Locator","","Wed Feb 19 23:29:45 GMT 2025","passed","Wed Feb 19 23:29:47 GMT 2025","","","",""
"","1","should admin radio button is present","","Wed Feb 19 23:29:48 GMT 2025","skipped","Wed Feb 19 23:29:48 GMT 2025","Home Page","","",""
"","853","Different types of locator","","Wed Feb 19 23:29:42 GMT 2025","failed","Wed Feb 19 23:29:43 GMT 2025","","","",""
"","615","validate the page title","","Wed Feb 19 23:29:47 GMT 2025","failed","Wed Feb 19 23:29:48 GMT 2025","Home Page","","",""
