"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1767","@UI Locator","","Fri Mar 21 23:30:20 GMT 2025","passed","Fri Mar 21 23:30:21 GMT 2025","","","",""
"","1134","Child window handling","","Fri Mar 21 23:30:15 GMT 2025","failed","Fri Mar 21 23:30:16 GMT 2025","","","",""
"","853","validation of screen shot","","Fri Mar 21 23:30:24 GMT 2025","failed","Fri Mar 21 23:30:24 GMT 2025","Demo page","","",""
"","1091","get started link","","Fri Mar 21 23:30:19 GMT 2025","passed","Fri Mar 21 23:30:20 GMT 2025","","","",""
"","880","validation","","Fri Mar 21 23:30:22 GMT 2025","failed","Fri Mar 21 23:30:23 GMT 2025","Demo page","","",""
"","861","Different types of locator","","Fri Mar 21 23:30:16 GMT 2025","failed","Fri Mar 21 23:30:17 GMT 2025","","","",""
"","610","validate the page title","","Fri Mar 21 23:30:21 GMT 2025","failed","Fri Mar 21 23:30:22 GMT 2025","Home Page","","",""
"","848","@web Error validation","","Fri Mar 21 23:30:17 GMT 2025","failed","Fri Mar 21 23:30:18 GMT 2025","","","",""
"","0","should admin radio button is present","","Fri Mar 21 23:30:22 GMT 2025","skipped","Fri Mar 21 23:30:22 GMT 2025","Home Page","","",""
"","0","validate the free link is visible or not","","Fri Mar 21 23:30:22 GMT 2025","skipped","Fri Mar 21 23:30:22 GMT 2025","Home Page","","",""
