"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 21 23:26:46 GMT 2024","Sun Apr 21 23:26:50 GMT 2024","3849","","","","","","Different types of locator",""
"passed","Sun Apr 21 23:27:04 GMT 2024","Sun Apr 21 23:27:10 GMT 2024","6102","","","Demo page","","","validation",""
"passed","Sun Apr 21 23:27:02 GMT 2024","Sun Apr 21 23:27:03 GMT 2024","791","","","Home Page","","","validate the free link is visible or not",""
"passed","Sun Apr 21 23:27:00 GMT 2024","Sun Apr 21 23:27:02 GMT 2024","2455","","","Home Page","","","validate the page title",""
"passed","Sun Apr 21 23:26:50 GMT 2024","Sun Apr 21 23:26:54 GMT 2024","4083","","","","","","@web Error validation",""
"passed","Sun Apr 21 23:27:03 GMT 2024","Sun Apr 21 23:27:04 GMT 2024","715","","","Home Page","","","should admin radio button is present",""
"passed","Sun Apr 21 23:27:10 GMT 2024","Sun Apr 21 23:27:16 GMT 2024","5967","","","Demo page","","","validation of screen shot",""
"passed","Sun Apr 21 23:26:42 GMT 2024","Sun Apr 21 23:26:46 GMT 2024","4472","","","","","","Child window handling",""
"passed","Sun Apr 21 23:26:56 GMT 2024","Sun Apr 21 23:27:00 GMT 2024","4188","","","","","","@UI Locator",""
"passed","Sun Apr 21 23:26:54 GMT 2024","Sun Apr 21 23:26:56 GMT 2024","1580","","","","","","get started link",""
