"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","890","validation of screen shot","","Fri Apr 11 23:31:18 GMT 2025","failed","Fri Apr 11 23:31:18 GMT 2025","Demo page","","",""
"","1919","@UI Locator","","Fri Apr 11 23:31:13 GMT 2025","passed","Fri Apr 11 23:31:15 GMT 2025","","","",""
"","0","should admin radio button is present","","Fri Apr 11 23:31:16 GMT 2025","skipped","Fri Apr 11 23:31:16 GMT 2025","Home Page","","",""
"","1481","@web Error validation","","Fri Apr 11 23:31:11 GMT 2025","failed","Fri Apr 11 23:31:12 GMT 2025","","","",""
"","930","Different types of locator","","Fri Apr 11 23:31:09 GMT 2025","failed","Fri Apr 11 23:31:10 GMT 2025","","","",""
"","635","validate the page title","","Fri Apr 11 23:31:15 GMT 2025","failed","Fri Apr 11 23:31:16 GMT 2025","Home Page","","",""
"","1","validate the free link is visible or not","","Fri Apr 11 23:31:16 GMT 2025","skipped","Fri Apr 11 23:31:16 GMT 2025","Home Page","","",""
"","886","validation","","Fri Apr 11 23:31:16 GMT 2025","failed","Fri Apr 11 23:31:17 GMT 2025","Demo page","","",""
"","1149","Child window handling","","Fri Apr 11 23:31:08 GMT 2025","failed","Fri Apr 11 23:31:09 GMT 2025","","","",""
"","1075","get started link","","Fri Apr 11 23:31:12 GMT 2025","passed","Fri Apr 11 23:31:13 GMT 2025","","","",""
