"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon May 27 23:28:08 GMT 2024","Mon May 27 23:28:08 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Mon May 27 23:28:02 GMT 2024","Mon May 27 23:28:03 GMT 2024","864","","","","","","@web Error validation",""
"passed","Mon May 27 23:28:04 GMT 2024","Mon May 27 23:28:07 GMT 2024","3175","","","","","","@UI Locator",""
"failed","Mon May 27 23:27:59 GMT 2024","Mon May 27 23:28:00 GMT 2024","1027","","","","","","Child window handling",""
"failed","Mon May 27 23:28:07 GMT 2024","Mon May 27 23:28:08 GMT 2024","602","","","Home Page","","","validate the page title",""
"passed","Mon May 27 23:28:03 GMT 2024","Mon May 27 23:28:04 GMT 2024","1138","","","","","","get started link",""
"failed","Mon May 27 23:28:09 GMT 2024","Mon May 27 23:28:10 GMT 2024","844","","","Demo page","","","validation of screen shot",""
"skipped","Mon May 27 23:28:08 GMT 2024","Mon May 27 23:28:08 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Mon May 27 23:28:01 GMT 2024","Mon May 27 23:28:02 GMT 2024","851","","","","","","Different types of locator",""
"failed","Mon May 27 23:28:08 GMT 2024","Mon May 27 23:28:09 GMT 2024","867","","","Demo page","","","validation",""
