"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 23:27:12 GMT 2024","Tue Feb 13 23:27:18 GMT 2024","6469","","","Demo page","","","validation of screen shot",""
"passed","Tue Feb 13 23:27:02 GMT 2024","Tue Feb 13 23:27:04 GMT 2024","2543","","","Home Page","","","validate the page title",""
"passed","Tue Feb 13 23:26:52 GMT 2024","Tue Feb 13 23:26:56 GMT 2024","4110","","","","","","@web Error validation",""
"passed","Tue Feb 13 23:26:56 GMT 2024","Tue Feb 13 23:26:58 GMT 2024","1642","","","","","","get started link",""
"passed","Tue Feb 13 23:27:04 GMT 2024","Tue Feb 13 23:27:05 GMT 2024","882","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Feb 13 23:26:48 GMT 2024","Tue Feb 13 23:26:52 GMT 2024","3689","","","","","","Different types of locator",""
"passed","Tue Feb 13 23:26:58 GMT 2024","Tue Feb 13 23:27:02 GMT 2024","3936","","","","","","@UI Locator",""
"passed","Tue Feb 13 23:26:44 GMT 2024","Tue Feb 13 23:26:48 GMT 2024","4613","","","","","","Child window handling",""
"passed","Tue Feb 13 23:27:06 GMT 2024","Tue Feb 13 23:27:12 GMT 2024","6074","","","Demo page","","","validation",""
"passed","Tue Feb 13 23:27:05 GMT 2024","Tue Feb 13 23:27:06 GMT 2024","774","","","Home Page","","","should admin radio button is present",""
