"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","685","validate the page title","","Sat Feb 22 23:28:48 GMT 2025","failed","Sat Feb 22 23:28:49 GMT 2025","Home Page","","",""
"","1019","@web Error validation","","Sat Feb 22 23:28:42 GMT 2025","failed","Sat Feb 22 23:28:43 GMT 2025","","","",""
"","1629","get started link","","Sat Feb 22 23:28:44 GMT 2025","passed","Sat Feb 22 23:28:45 GMT 2025","","","",""
"","2498","@UI Locator","","Sat Feb 22 23:28:45 GMT 2025","passed","Sat Feb 22 23:28:48 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Sat Feb 22 23:28:49 GMT 2025","skipped","Sat Feb 22 23:28:49 GMT 2025","Home Page","","",""
"","1200","Child window handling","","Sat Feb 22 23:28:40 GMT 2025","failed","Sat Feb 22 23:28:41 GMT 2025","","","",""
"","1","should admin radio button is present","","Sat Feb 22 23:28:49 GMT 2025","skipped","Sat Feb 22 23:28:49 GMT 2025","Home Page","","",""
"","925","validation","","Sat Feb 22 23:28:49 GMT 2025","failed","Sat Feb 22 23:28:50 GMT 2025","Demo page","","",""
"","930","validation of screen shot","","Sat Feb 22 23:28:50 GMT 2025","failed","Sat Feb 22 23:28:51 GMT 2025","Demo page","","",""
"","921","Different types of locator","","Sat Feb 22 23:28:41 GMT 2025","failed","Sat Feb 22 23:28:42 GMT 2025","","","",""
