"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 30 23:29:46 GMT 2024","Fri Aug 30 23:29:46 GMT 2024","887","","","Demo page","","","validation of screen shot",""
"failed","Fri Aug 30 23:29:43 GMT 2024","Fri Aug 30 23:29:44 GMT 2024","649","","","Home Page","","","validate the page title",""
"skipped","Fri Aug 30 23:29:44 GMT 2024","Fri Aug 30 23:29:44 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Fri Aug 30 23:29:39 GMT 2024","Fri Aug 30 23:29:40 GMT 2024","1170","","","","","","get started link",""
"failed","Fri Aug 30 23:29:35 GMT 2024","Fri Aug 30 23:29:36 GMT 2024","1008","","","","","","Child window handling",""
"skipped","Fri Aug 30 23:29:44 GMT 2024","Fri Aug 30 23:29:44 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Fri Aug 30 23:29:44 GMT 2024","Fri Aug 30 23:29:45 GMT 2024","870","","","Demo page","","","validation",""
"passed","Fri Aug 30 23:29:40 GMT 2024","Fri Aug 30 23:29:43 GMT 2024","3460","","","","","","@UI Locator",""
"failed","Fri Aug 30 23:29:38 GMT 2024","Fri Aug 30 23:29:39 GMT 2024","854","","","","","","@web Error validation",""
"failed","Fri Aug 30 23:29:37 GMT 2024","Fri Aug 30 23:29:37 GMT 2024","850","","","","","","Different types of locator",""
