"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 13 23:27:13 GMT 2024","Sat Jan 13 23:27:15 GMT 2024","2218","","","Home Page","","","validate the page title",""
"passed","Sat Jan 13 23:27:15 GMT 2024","Sat Jan 13 23:27:15 GMT 2024","720","","","Home Page","","","validate the free link is visible or not",""
"passed","Sat Jan 13 23:27:04 GMT 2024","Sat Jan 13 23:27:06 GMT 2024","1899","","","","","","get started link",""
"passed","Sat Jan 13 23:27:22 GMT 2024","Sat Jan 13 23:27:29 GMT 2024","6643","","","Demo page","","","validation of screen shot",""
"passed","Sat Jan 13 23:27:00 GMT 2024","Sat Jan 13 23:27:04 GMT 2024","4114","","","","","","@web Error validation",""
"passed","Sat Jan 13 23:26:56 GMT 2024","Sat Jan 13 23:27:00 GMT 2024","3690","","","","","","Different types of locator",""
"passed","Sat Jan 13 23:26:51 GMT 2024","Sat Jan 13 23:26:56 GMT 2024","4818","","","","","","Child window handling",""
"passed","Sat Jan 13 23:27:15 GMT 2024","Sat Jan 13 23:27:16 GMT 2024","681","","","Home Page","","","should admin radio button is present",""
"passed","Sat Jan 13 23:27:16 GMT 2024","Sat Jan 13 23:27:22 GMT 2024","6329","","","Demo page","","","validation",""
"passed","Sat Jan 13 23:27:06 GMT 2024","Sat Jan 13 23:27:13 GMT 2024","6625","","","","","","@UI Locator",""
