"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 23:27:01 GMT 2024","Thu Jan 11 23:27:02 GMT 2024","1635","","","","","","get started link",""
"passed","Thu Jan 11 23:27:11 GMT 2024","Thu Jan 11 23:27:17 GMT 2024","5989","","","Demo page","","","validation",""
"passed","Thu Jan 11 23:26:50 GMT 2024","Thu Jan 11 23:26:54 GMT 2024","3927","","","","","","Child window handling",""
"passed","Thu Jan 11 23:27:10 GMT 2024","Thu Jan 11 23:27:11 GMT 2024","749","","","Home Page","","","should admin radio button is present",""
"passed","Thu Jan 11 23:27:02 GMT 2024","Thu Jan 11 23:27:07 GMT 2024","4116","","","","","","@UI Locator",""
"passed","Thu Jan 11 23:27:17 GMT 2024","Thu Jan 11 23:27:23 GMT 2024","5986","","","Demo page","","","validation of screen shot",""
"passed","Thu Jan 11 23:26:54 GMT 2024","Thu Jan 11 23:26:57 GMT 2024","3289","","","","","","Different types of locator",""
"passed","Thu Jan 11 23:27:07 GMT 2024","Thu Jan 11 23:27:09 GMT 2024","2628","","","Home Page","","","validate the page title",""
"passed","Thu Jan 11 23:27:09 GMT 2024","Thu Jan 11 23:27:10 GMT 2024","745","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu Jan 11 23:26:57 GMT 2024","Thu Jan 11 23:27:01 GMT 2024","3949","","","","","","@web Error validation",""
