"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 17 23:28:33 GMT 2024","Wed Jul 17 23:28:33 GMT 2024","922","","","Demo page","","","validation",""
"failed","Wed Jul 17 23:28:32 GMT 2024","Wed Jul 17 23:28:32 GMT 2024","665","","","Home Page","","","validate the page title",""
"passed","Wed Jul 17 23:28:27 GMT 2024","Wed Jul 17 23:28:28 GMT 2024","1170","","","","","","get started link",""
"failed","Wed Jul 17 23:28:23 GMT 2024","Wed Jul 17 23:28:24 GMT 2024","1065","","","","","","Child window handling",""
"skipped","Wed Jul 17 23:28:32 GMT 2024","Wed Jul 17 23:28:32 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Wed Jul 17 23:28:34 GMT 2024","Wed Jul 17 23:28:35 GMT 2024","887","","","Demo page","","","validation of screen shot",""
"failed","Wed Jul 17 23:28:25 GMT 2024","Wed Jul 17 23:28:26 GMT 2024","922","","","","","","@web Error validation",""
"passed","Wed Jul 17 23:28:28 GMT 2024","Wed Jul 17 23:28:32 GMT 2024","3737","","","","","","@UI Locator",""
"skipped","Wed Jul 17 23:28:32 GMT 2024","Wed Jul 17 23:28:32 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Wed Jul 17 23:28:24 GMT 2024","Wed Jul 17 23:28:25 GMT 2024","905","","","","","","Different types of locator",""
