"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 11 23:27:01 GMT 2024","Tue Jun 11 23:27:05 GMT 2024","4081","","","","","","@UI Locator",""
"skipped","Tue Jun 11 23:27:06 GMT 2024","Tue Jun 11 23:27:06 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"skipped","Tue Jun 11 23:27:06 GMT 2024","Tue Jun 11 23:27:06 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Tue Jun 11 23:26:59 GMT 2024","Tue Jun 11 23:27:00 GMT 2024","887","","","","","","@web Error validation",""
"failed","Tue Jun 11 23:26:58 GMT 2024","Tue Jun 11 23:26:59 GMT 2024","904","","","","","","Different types of locator",""
"failed","Tue Jun 11 23:27:08 GMT 2024","Tue Jun 11 23:27:08 GMT 2024","892","","","Demo page","","","validation of screen shot",""
"failed","Tue Jun 11 23:27:05 GMT 2024","Tue Jun 11 23:27:06 GMT 2024","678","","","Home Page","","","validate the page title",""
"failed","Tue Jun 11 23:26:55 GMT 2024","Tue Jun 11 23:26:57 GMT 2024","2082","","","","","","Child window handling",""
"failed","Tue Jun 11 23:27:06 GMT 2024","Tue Jun 11 23:27:07 GMT 2024","927","","","Demo page","","","validation",""
"passed","Tue Jun 11 23:27:00 GMT 2024","Tue Jun 11 23:27:01 GMT 2024","1117","","","","","","get started link",""
