"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","844","validation","","Sat Dec 21 23:28:23 GMT 2024","failed","Sat Dec 21 23:28:24 GMT 2024","Demo page","","",""
"","1","validate the free link is visible or not","","Sat Dec 21 23:28:23 GMT 2024","skipped","Sat Dec 21 23:28:23 GMT 2024","Home Page","","",""
"","0","should admin radio button is present","","Sat Dec 21 23:28:23 GMT 2024","skipped","Sat Dec 21 23:28:23 GMT 2024","Home Page","","",""
"","853","validation of screen shot","","Sat Dec 21 23:28:24 GMT 2024","failed","Sat Dec 21 23:28:25 GMT 2024","Demo page","","",""
"","2394","@UI Locator","","Sat Dec 21 23:28:20 GMT 2024","passed","Sat Dec 21 23:28:22 GMT 2024","","","",""
"","1061","get started link","","Sat Dec 21 23:28:19 GMT 2024","passed","Sat Dec 21 23:28:20 GMT 2024","","","",""
"","1003","Child window handling","","Sat Dec 21 23:28:15 GMT 2024","failed","Sat Dec 21 23:28:16 GMT 2024","","","",""
"","649","validate the page title","","Sat Dec 21 23:28:22 GMT 2024","failed","Sat Dec 21 23:28:23 GMT 2024","Home Page","","",""
"","849","@web Error validation","","Sat Dec 21 23:28:17 GMT 2024","failed","Sat Dec 21 23:28:18 GMT 2024","","","",""
"","858","Different types of locator","","Sat Dec 21 23:28:16 GMT 2024","failed","Sat Dec 21 23:28:17 GMT 2024","","","",""
