"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 11 23:29:42 GMT 2024","Wed Sep 11 23:29:42 GMT 2024","634","","","Home Page","","","validate the page title",""
"skipped","Wed Sep 11 23:29:42 GMT 2024","Wed Sep 11 23:29:42 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Wed Sep 11 23:29:36 GMT 2024","Wed Sep 11 23:29:38 GMT 2024","1362","","","","","","get started link",""
"failed","Wed Sep 11 23:29:35 GMT 2024","Wed Sep 11 23:29:36 GMT 2024","881","","","","","","@web Error validation",""
"failed","Wed Sep 11 23:29:34 GMT 2024","Wed Sep 11 23:29:35 GMT 2024","881","","","","","","Different types of locator",""
"failed","Wed Sep 11 23:29:43 GMT 2024","Wed Sep 11 23:29:44 GMT 2024","859","","","Demo page","","","validation",""
"passed","Wed Sep 11 23:29:38 GMT 2024","Wed Sep 11 23:29:42 GMT 2024","4125","","","","","","@UI Locator",""
"failed","Wed Sep 11 23:29:44 GMT 2024","Wed Sep 11 23:29:45 GMT 2024","881","","","Demo page","","","validation of screen shot",""
"skipped","Wed Sep 11 23:29:42 GMT 2024","Wed Sep 11 23:29:42 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Wed Sep 11 23:29:31 GMT 2024","Wed Sep 11 23:29:34 GMT 2024","2779","","","","","","Child window handling",""
