"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","validate the free link is visible or not","","Wed Dec 04 23:32:14 GMT 2024","skipped","Wed Dec 04 23:32:14 GMT 2024","Home Page","","",""
"","2326","Child window handling","","Wed Dec 04 23:32:06 GMT 2024","failed","Wed Dec 04 23:32:08 GMT 2024","","","",""
"","850","Different types of locator","","Wed Dec 04 23:32:09 GMT 2024","failed","Wed Dec 04 23:32:10 GMT 2024","","","",""
"","1177","get started link","","Wed Dec 04 23:32:11 GMT 2024","passed","Wed Dec 04 23:32:12 GMT 2024","","","",""
"","1630","@UI Locator","","Wed Dec 04 23:32:12 GMT 2024","passed","Wed Dec 04 23:32:14 GMT 2024","","","",""
"","594","validate the page title","","Wed Dec 04 23:32:14 GMT 2024","failed","Wed Dec 04 23:32:14 GMT 2024","Home Page","","",""
"","0","should admin radio button is present","","Wed Dec 04 23:32:14 GMT 2024","skipped","Wed Dec 04 23:32:14 GMT 2024","Home Page","","",""
"","828","@web Error validation","","Wed Dec 04 23:32:10 GMT 2024","failed","Wed Dec 04 23:32:11 GMT 2024","","","",""
"","844","validation of screen shot","","Wed Dec 04 23:32:16 GMT 2024","failed","Wed Dec 04 23:32:17 GMT 2024","Demo page","","",""
"","818","validation","","Wed Dec 04 23:32:15 GMT 2024","failed","Wed Dec 04 23:32:16 GMT 2024","Demo page","","",""
