"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 24 23:27:33 GMT 2024","Sat Aug 24 23:27:34 GMT 2024","629","","","Home Page","","","validate the page title",""
"failed","Sat Aug 24 23:27:25 GMT 2024","Sat Aug 24 23:27:26 GMT 2024","1043","","","","","","Child window handling",""
"failed","Sat Aug 24 23:27:28 GMT 2024","Sat Aug 24 23:27:29 GMT 2024","884","","","","","","@web Error validation",""
"passed","Sat Aug 24 23:27:29 GMT 2024","Sat Aug 24 23:27:30 GMT 2024","1108","","","","","","get started link",""
"passed","Sat Aug 24 23:27:30 GMT 2024","Sat Aug 24 23:27:33 GMT 2024","3171","","","","","","@UI Locator",""
"failed","Sat Aug 24 23:27:34 GMT 2024","Sat Aug 24 23:27:35 GMT 2024","898","","","Demo page","","","validation",""
"skipped","Sat Aug 24 23:27:34 GMT 2024","Sat Aug 24 23:27:34 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Sat Aug 24 23:27:36 GMT 2024","Sat Aug 24 23:27:36 GMT 2024","871","","","Demo page","","","validation of screen shot",""
"skipped","Sat Aug 24 23:27:34 GMT 2024","Sat Aug 24 23:27:34 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Sat Aug 24 23:27:27 GMT 2024","Sat Aug 24 23:27:28 GMT 2024","878","","","","","","Different types of locator",""
