"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 15 23:28:05 GMT 2024","Mon Jul 15 23:28:06 GMT 2024","895","","","","","","Different types of locator",""
"failed","Mon Jul 15 23:28:14 GMT 2024","Mon Jul 15 23:28:15 GMT 2024","880","","","Demo page","","","validation of screen shot",""
"failed","Mon Jul 15 23:28:12 GMT 2024","Mon Jul 15 23:28:12 GMT 2024","655","","","Home Page","","","validate the page title",""
"skipped","Mon Jul 15 23:28:12 GMT 2024","Mon Jul 15 23:28:12 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Mon Jul 15 23:28:03 GMT 2024","Mon Jul 15 23:28:04 GMT 2024","1047","","","","","","Child window handling",""
"skipped","Mon Jul 15 23:28:12 GMT 2024","Mon Jul 15 23:28:12 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Mon Jul 15 23:28:13 GMT 2024","Mon Jul 15 23:28:13 GMT 2024","890","","","Demo page","","","validation",""
"passed","Mon Jul 15 23:28:08 GMT 2024","Mon Jul 15 23:28:12 GMT 2024","3271","","","","","","@UI Locator",""
"passed","Mon Jul 15 23:28:07 GMT 2024","Mon Jul 15 23:28:08 GMT 2024","1162","","","","","","get started link",""
"failed","Mon Jul 15 23:28:06 GMT 2024","Mon Jul 15 23:28:07 GMT 2024","890","","","","","","@web Error validation",""
