"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 07 23:28:03 GMT 2024","Sun Jul 07 23:28:04 GMT 2024","862","","","","","","Different types of locator",""
"passed","Sun Jul 07 23:28:05 GMT 2024","Sun Jul 07 23:28:07 GMT 2024","1374","","","","","","get started link",""
"failed","Sun Jul 07 23:28:04 GMT 2024","Sun Jul 07 23:28:05 GMT 2024","880","","","","","","@web Error validation",""
"skipped","Sun Jul 07 23:28:11 GMT 2024","Sun Jul 07 23:28:11 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Sun Jul 07 23:28:13 GMT 2024","Sun Jul 07 23:28:14 GMT 2024","876","","","Demo page","","","validation of screen shot",""
"passed","Sun Jul 07 23:28:07 GMT 2024","Sun Jul 07 23:28:11 GMT 2024","3905","","","","","","@UI Locator",""
"failed","Sun Jul 07 23:28:12 GMT 2024","Sun Jul 07 23:28:13 GMT 2024","883","","","Demo page","","","validation",""
"failed","Sun Jul 07 23:28:01 GMT 2024","Sun Jul 07 23:28:03 GMT 2024","1941","","","","","","Child window handling",""
"failed","Sun Jul 07 23:28:11 GMT 2024","Sun Jul 07 23:28:11 GMT 2024","650","","","Home Page","","","validate the page title",""
"skipped","Sun Jul 07 23:28:11 GMT 2024","Sun Jul 07 23:28:11 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
