"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 11 23:29:17 GMT 2024","Thu Jul 11 23:29:18 GMT 2024","895","","","","","","Different types of locator",""
"failed","Thu Jul 11 23:29:24 GMT 2024","Thu Jul 11 23:29:25 GMT 2024","880","","","Demo page","","","validation",""
"passed","Thu Jul 11 23:29:19 GMT 2024","Thu Jul 11 23:29:20 GMT 2024","1119","","","","","","get started link",""
"failed","Thu Jul 11 23:29:23 GMT 2024","Thu Jul 11 23:29:24 GMT 2024","618","","","Home Page","","","validate the page title",""
"skipped","Thu Jul 11 23:29:24 GMT 2024","Thu Jul 11 23:29:24 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Thu Jul 11 23:29:18 GMT 2024","Thu Jul 11 23:29:19 GMT 2024","866","","","","","","@web Error validation",""
"failed","Thu Jul 11 23:29:15 GMT 2024","Thu Jul 11 23:29:16 GMT 2024","1014","","","","","","Child window handling",""
"failed","Thu Jul 11 23:29:26 GMT 2024","Thu Jul 11 23:29:26 GMT 2024","881","","","Demo page","","","validation of screen shot",""
"skipped","Thu Jul 11 23:29:24 GMT 2024","Thu Jul 11 23:29:24 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Thu Jul 11 23:29:20 GMT 2024","Thu Jul 11 23:29:23 GMT 2024","3167","","","","","","@UI Locator",""
