"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","914","validation","","Sun Feb 23 23:28:59 GMT 2025","failed","Sun Feb 23 23:29:00 GMT 2025","Demo page","","",""
"","912","Different types of locator","","Sun Feb 23 23:28:52 GMT 2025","failed","Sun Feb 23 23:28:53 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Sun Feb 23 23:28:59 GMT 2025","skipped","Sun Feb 23 23:28:59 GMT 2025","Home Page","","",""
"","1","should admin radio button is present","","Sun Feb 23 23:28:59 GMT 2025","skipped","Sun Feb 23 23:28:59 GMT 2025","Home Page","","",""
"","2559","@UI Locator","","Sun Feb 23 23:28:56 GMT 2025","passed","Sun Feb 23 23:28:58 GMT 2025","","","",""
"","899","validation of screen shot","","Sun Feb 23 23:29:00 GMT 2025","failed","Sun Feb 23 23:29:01 GMT 2025","Demo page","","",""
"","911","@web Error validation","","Sun Feb 23 23:28:53 GMT 2025","failed","Sun Feb 23 23:28:54 GMT 2025","","","",""
"","652","validate the page title","","Sun Feb 23 23:28:58 GMT 2025","failed","Sun Feb 23 23:28:59 GMT 2025","Home Page","","",""
"","4887","Child window handling","","Sun Feb 23 23:28:47 GMT 2025","failed","Sun Feb 23 23:28:52 GMT 2025","","","",""
"","1280","get started link","","Sun Feb 23 23:28:54 GMT 2025","passed","Sun Feb 23 23:28:56 GMT 2025","","","",""
