"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should admin radio button is present","","Sun Apr 13 01:47:55 GMT 2025","skipped","Sun Apr 13 01:47:55 GMT 2025","Home Page","","",""
"","846","validate the page title","","Sun Apr 13 01:47:55 GMT 2025","failed","Sun Apr 13 01:47:55 GMT 2025","Home Page","","",""
"","4690","Child window handling","","Sun Apr 13 01:47:15 GMT 2025","failed","Sun Apr 13 01:47:20 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Sun Apr 13 01:47:55 GMT 2025","skipped","Sun Apr 13 01:47:55 GMT 2025","Home Page","","",""
"","30392","@UI Locator","","Sun Apr 13 01:47:24 GMT 2025","broken","Sun Apr 13 01:47:54 GMT 2025","","","",""
"","890","validation","","Sun Apr 13 01:47:56 GMT 2025","failed","Sun Apr 13 01:47:57 GMT 2025","Demo page","","",""
"","1208","get started link","","Sun Apr 13 01:47:23 GMT 2025","passed","Sun Apr 13 01:47:24 GMT 2025","","","",""
"","879","Different types of locator","","Sun Apr 13 01:47:20 GMT 2025","failed","Sun Apr 13 01:47:21 GMT 2025","","","",""
"","878","validation of screen shot","","Sun Apr 13 01:47:57 GMT 2025","failed","Sun Apr 13 01:47:58 GMT 2025","Demo page","","",""
"","891","@web Error validation","","Sun Apr 13 01:47:22 GMT 2025","failed","Sun Apr 13 01:47:22 GMT 2025","","","",""
