"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 10 23:28:41 GMT 2024","Tue Sep 10 23:28:41 GMT 2024","650","","","Home Page","","","validate the page title",""
"failed","Tue Sep 10 23:28:31 GMT 2024","Tue Sep 10 23:28:32 GMT 2024","1265","","","","","","Child window handling",""
"failed","Tue Sep 10 23:28:32 GMT 2024","Tue Sep 10 23:28:33 GMT 2024","894","","","","","","Different types of locator",""
"failed","Tue Sep 10 23:28:34 GMT 2024","Tue Sep 10 23:28:35 GMT 2024","916","","","","","","@web Error validation",""
"passed","Tue Sep 10 23:28:35 GMT 2024","Tue Sep 10 23:28:36 GMT 2024","1168","","","","","","get started link",""
"skipped","Tue Sep 10 23:28:41 GMT 2024","Tue Sep 10 23:28:41 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Sep 10 23:28:36 GMT 2024","Tue Sep 10 23:28:41 GMT 2024","4788","","","","","","@UI Locator",""
"failed","Tue Sep 10 23:28:42 GMT 2024","Tue Sep 10 23:28:43 GMT 2024","889","","","Demo page","","","validation",""
"skipped","Tue Sep 10 23:28:41 GMT 2024","Tue Sep 10 23:28:41 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Tue Sep 10 23:28:43 GMT 2024","Tue Sep 10 23:28:44 GMT 2024","902","","","Demo page","","","validation of screen shot",""
