"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should admin radio button is present","","Sat Mar 08 23:27:48 GMT 2025","skipped","Sat Mar 08 23:27:48 GMT 2025","Home Page","","",""
"","1217","get started link","","Sat Mar 08 23:27:45 GMT 2025","passed","Sat Mar 08 23:27:46 GMT 2025","","","",""
"","895","@web Error validation","","Sat Mar 08 23:27:43 GMT 2025","failed","Sat Mar 08 23:27:44 GMT 2025","","","",""
"","896","validation of screen shot","","Sat Mar 08 23:27:50 GMT 2025","failed","Sat Mar 08 23:27:51 GMT 2025","Demo page","","",""
"","890","validation","","Sat Mar 08 23:27:49 GMT 2025","failed","Sat Mar 08 23:27:50 GMT 2025","Demo page","","",""
"","880","Different types of locator","","Sat Mar 08 23:27:42 GMT 2025","failed","Sat Mar 08 23:27:43 GMT 2025","","","",""
"","1809","@UI Locator","","Sat Mar 08 23:27:46 GMT 2025","passed","Sat Mar 08 23:27:48 GMT 2025","","","",""
"","651","validate the page title","","Sat Mar 08 23:27:48 GMT 2025","failed","Sat Mar 08 23:27:48 GMT 2025","Home Page","","",""
"","0","validate the free link is visible or not","","Sat Mar 08 23:27:48 GMT 2025","skipped","Sat Mar 08 23:27:48 GMT 2025","Home Page","","",""
"","1054","Child window handling","","Sat Mar 08 23:27:41 GMT 2025","failed","Sat Mar 08 23:27:42 GMT 2025","","","",""
