"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 14 23:45:53 GMT 2024","Wed Aug 14 23:45:54 GMT 2024","939","","","Demo page","","","validation",""
"passed","Wed Aug 14 23:45:48 GMT 2024","Wed Aug 14 23:45:52 GMT 2024","3981","","","","","","@UI Locator",""
"skipped","Wed Aug 14 23:45:53 GMT 2024","Wed Aug 14 23:45:53 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Wed Aug 14 23:45:41 GMT 2024","Wed Aug 14 23:45:44 GMT 2024","3719","","","","","","Child window handling",""
"failed","Wed Aug 14 23:45:52 GMT 2024","Wed Aug 14 23:45:53 GMT 2024","685","","","Home Page","","","validate the page title",""
"failed","Wed Aug 14 23:45:46 GMT 2024","Wed Aug 14 23:45:47 GMT 2024","930","","","","","","@web Error validation",""
"failed","Wed Aug 14 23:45:55 GMT 2024","Wed Aug 14 23:45:56 GMT 2024","1021","","","Demo page","","","validation of screen shot",""
"failed","Wed Aug 14 23:45:45 GMT 2024","Wed Aug 14 23:45:46 GMT 2024","924","","","","","","Different types of locator",""
"passed","Wed Aug 14 23:45:47 GMT 2024","Wed Aug 14 23:45:48 GMT 2024","1310","","","","","","get started link",""
"skipped","Wed Aug 14 23:45:53 GMT 2024","Wed Aug 14 23:45:53 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
