"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 19 23:29:04 GMT 2024","Mon Aug 19 23:29:05 GMT 2024","1128","","","","","","get started link",""
"failed","Mon Aug 19 23:29:01 GMT 2024","Mon Aug 19 23:29:02 GMT 2024","858","","","","","","Different types of locator",""
"skipped","Mon Aug 19 23:29:10 GMT 2024","Mon Aug 19 23:29:10 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Mon Aug 19 23:29:05 GMT 2024","Mon Aug 19 23:29:09 GMT 2024","4031","","","","","","@UI Locator",""
"failed","Mon Aug 19 23:29:10 GMT 2024","Mon Aug 19 23:29:11 GMT 2024","882","","","Demo page","","","validation",""
"skipped","Mon Aug 19 23:29:10 GMT 2024","Mon Aug 19 23:29:10 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Mon Aug 19 23:29:11 GMT 2024","Mon Aug 19 23:29:12 GMT 2024","886","","","Demo page","","","validation of screen shot",""
"failed","Mon Aug 19 23:29:00 GMT 2024","Mon Aug 19 23:29:01 GMT 2024","1571","","","","","","Child window handling",""
"failed","Mon Aug 19 23:29:09 GMT 2024","Mon Aug 19 23:29:10 GMT 2024","643","","","Home Page","","","validate the page title",""
"failed","Mon Aug 19 23:29:03 GMT 2024","Mon Aug 19 23:29:04 GMT 2024","881","","","","","","@web Error validation",""
