"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 28 23:29:05 GMT 2024","Sun Jul 28 23:29:06 GMT 2024","867","","","Demo page","","","validation",""
"failed","Sun Jul 28 23:28:58 GMT 2024","Sun Jul 28 23:28:59 GMT 2024","868","","","","","","@web Error validation",""
"failed","Sun Jul 28 23:29:06 GMT 2024","Sun Jul 28 23:29:07 GMT 2024","862","","","Demo page","","","validation of screen shot",""
"failed","Sun Jul 28 23:29:04 GMT 2024","Sun Jul 28 23:29:04 GMT 2024","619","","","Home Page","","","validate the page title",""
"passed","Sun Jul 28 23:28:59 GMT 2024","Sun Jul 28 23:29:00 GMT 2024","1202","","","","","","get started link",""
"skipped","Sun Jul 28 23:29:04 GMT 2024","Sun Jul 28 23:29:04 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Sun Jul 28 23:28:55 GMT 2024","Sun Jul 28 23:28:56 GMT 2024","1003","","","","","","Child window handling",""
"skipped","Sun Jul 28 23:29:04 GMT 2024","Sun Jul 28 23:29:04 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Sun Jul 28 23:29:00 GMT 2024","Sun Jul 28 23:29:04 GMT 2024","3477","","","","","","@UI Locator",""
"failed","Sun Jul 28 23:28:57 GMT 2024","Sun Jul 28 23:28:58 GMT 2024","890","","","","","","Different types of locator",""
