"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 05 23:27:08 GMT 2024","Fri Jan 05 23:27:12 GMT 2024","3828","","","","","","@UI Locator",""
"passed","Fri Jan 05 23:27:22 GMT 2024","Fri Jan 05 23:27:28 GMT 2024","5620","","","Demo page","","","validation of screen shot",""
"passed","Fri Jan 05 23:26:54 GMT 2024","Fri Jan 05 23:26:59 GMT 2024","4954","","","","","","Child window handling",""
"passed","Fri Jan 05 23:27:15 GMT 2024","Fri Jan 05 23:27:16 GMT 2024","778","","","Home Page","","","should admin radio button is present",""
"passed","Fri Jan 05 23:27:12 GMT 2024","Fri Jan 05 23:27:15 GMT 2024","2257","","","Home Page","","","validate the page title",""
"passed","Fri Jan 05 23:27:15 GMT 2024","Fri Jan 05 23:27:15 GMT 2024","757","","","Home Page","","","validate the free link is visible or not",""
"passed","Fri Jan 05 23:27:03 GMT 2024","Fri Jan 05 23:27:07 GMT 2024","3881","","","","","","@web Error validation",""
"passed","Fri Jan 05 23:27:16 GMT 2024","Fri Jan 05 23:27:22 GMT 2024","5857","","","Demo page","","","validation",""
"passed","Fri Jan 05 23:27:07 GMT 2024","Fri Jan 05 23:27:08 GMT 2024","1363","","","","","","get started link",""
"passed","Fri Jan 05 23:26:59 GMT 2024","Fri Jan 05 23:27:03 GMT 2024","4143","","","","","","Different types of locator",""
