"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 25 23:26:42 GMT 2024","Tue Jun 25 23:26:43 GMT 2024","1052","","","","","","Child window handling",""
"failed","Tue Jun 25 23:26:51 GMT 2024","Tue Jun 25 23:26:52 GMT 2024","904","","","Demo page","","","validation",""
"passed","Tue Jun 25 23:26:46 GMT 2024","Tue Jun 25 23:26:47 GMT 2024","1160","","","","","","get started link",""
"failed","Tue Jun 25 23:26:43 GMT 2024","Tue Jun 25 23:26:44 GMT 2024","887","","","","","","Different types of locator",""
"failed","Tue Jun 25 23:26:52 GMT 2024","Tue Jun 25 23:26:53 GMT 2024","892","","","Demo page","","","validation of screen shot",""
"skipped","Tue Jun 25 23:26:51 GMT 2024","Tue Jun 25 23:26:51 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Tue Jun 25 23:26:50 GMT 2024","Tue Jun 25 23:26:51 GMT 2024","636","","","Home Page","","","validate the page title",""
"skipped","Tue Jun 25 23:26:51 GMT 2024","Tue Jun 25 23:26:51 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"failed","Tue Jun 25 23:26:44 GMT 2024","Tue Jun 25 23:26:45 GMT 2024","862","","","","","","@web Error validation",""
"passed","Tue Jun 25 23:26:47 GMT 2024","Tue Jun 25 23:26:50 GMT 2024","3195","","","","","","@UI Locator",""
