"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 23:30:57 GMT 2024","Tue Oct 08 23:30:59 GMT 2024","1746","","","","","","@UI Locator",""
"failed","Tue Oct 08 23:30:55 GMT 2024","Tue Oct 08 23:30:56 GMT 2024","794","","","","","","@web Error validation",""
"skipped","Tue Oct 08 23:30:59 GMT 2024","Tue Oct 08 23:30:59 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Tue Oct 08 23:30:54 GMT 2024","Tue Oct 08 23:30:55 GMT 2024","801","","","","","","Different types of locator",""
"failed","Tue Oct 08 23:31:01 GMT 2024","Tue Oct 08 23:31:02 GMT 2024","789","","","Demo page","","","validation of screen shot",""
"failed","Tue Oct 08 23:30:53 GMT 2024","Tue Oct 08 23:30:53 GMT 2024","885","","","","","","Child window handling",""
"failed","Tue Oct 08 23:31:00 GMT 2024","Tue Oct 08 23:31:01 GMT 2024","801","","","Demo page","","","validation",""
"skipped","Tue Oct 08 23:30:59 GMT 2024","Tue Oct 08 23:30:59 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Oct 08 23:30:56 GMT 2024","Tue Oct 08 23:30:57 GMT 2024","1127","","","","","","get started link",""
"failed","Tue Oct 08 23:30:59 GMT 2024","Tue Oct 08 23:30:59 GMT 2024","586","","","Home Page","","","validate the page title",""
