"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","804","validation of screen shot","","Sat Jan 11 23:29:13 GMT 2025","failed","Sat Jan 11 23:29:13 GMT 2025","Demo page","","",""
"","1135","get started link","","Sat Jan 11 23:29:08 GMT 2025","passed","Sat Jan 11 23:29:09 GMT 2025","","","",""
"","799","validation","","Sat Jan 11 23:29:12 GMT 2025","failed","Sat Jan 11 23:29:12 GMT 2025","Demo page","","",""
"","592","validate the page title","","Sat Jan 11 23:29:11 GMT 2025","failed","Sat Jan 11 23:29:11 GMT 2025","Home Page","","",""
"","1718","@UI Locator","","Sat Jan 11 23:29:09 GMT 2025","passed","Sat Jan 11 23:29:11 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Sat Jan 11 23:29:11 GMT 2025","skipped","Sat Jan 11 23:29:11 GMT 2025","Home Page","","",""
"","796","@web Error validation","","Sat Jan 11 23:29:07 GMT 2025","failed","Sat Jan 11 23:29:07 GMT 2025","","","",""
"","804","Different types of locator","","Sat Jan 11 23:29:06 GMT 2025","failed","Sat Jan 11 23:29:06 GMT 2025","","","",""
"","1","should admin radio button is present","","Sat Jan 11 23:29:11 GMT 2025","skipped","Sat Jan 11 23:29:11 GMT 2025","Home Page","","",""
"","844","Child window handling","","Sat Jan 11 23:29:04 GMT 2025","failed","Sat Jan 11 23:29:05 GMT 2025","","","",""
